state_long,state_short,elec_year,gelec_dem,gelec_rep,gelec_oth,state_name,temp_mean,temp_max_max,temp_max_mean,gelec_total,rep_share,dem_share,ln_temp_mean,ln_temp_max_max,ln_temp_max_mean
,,2010,,,,Wyoming,46.88260867142857,76.0,61.8,,,,3.847646789442191,4.330733340286331,4.123903364463645
,,2012,,,,Alabama,9.658333,12.3,12.3,,,,2.2678210660451943,2.509599262378372,2.509599262378372
,,2012,,,,Alaska,-9.958333,-6.0,-6.0,,,,,,
,,2012,,,,Arkansas,52.916667000000004,63.0,63.0,,,,3.968718355403904,4.143134726391533,4.143134726391533
,,2012,,,,Colorado,48.228578999999996,71.0,64.24137931034483,,,,3.8759517706569975,4.2626798770413155,4.162647540615114
,,2012,,,,Country Of Mexico,50.525,85.0,63.4,,,,3.9224682632896846,4.442651256490317,4.14946386144318
,,2012,,,,District Of Columbia,39.7125,45.7,45.7,,,,3.6816659995956345,3.822098297900159,3.822098297900159
,,2012,,,,Georgia,47.838541875000004,56.0,51.125,,,,3.867831629976371,4.02535169073515,3.934273614362966
,,2012,,,,Idaho,49.918627470588234,77.0,63.4470588235294,,,,3.910394229103627,4.343805421853684,4.150205838846911
,,2012,,,,Illinois,39.1444445,47.0,44.53333333333333,,,,3.6672585094302175,3.8501476017100584,3.7962379724344357
,,2012,,,,Iowa,41.14734308333333,54.0,45.333333333333336,,,,3.7171593584124,3.9889840465642745,3.8140425970679424
,,2012,,,,Kentucky,43.616071285714284,56.0,52.285714285714285,,,,3.7754256899064558,4.02535169073515,3.956723184346053
,,2012,,,,Louisiana,56.11833360000001,65.3,64.1,,,,4.0274625612795,4.178992036282385,4.160444363926624
,,2012,,,,New Hampshire,30.06682766666667,47.0,41.55555555555556,,,,3.4034224931533155,3.8501476017100584,3.7270312200783127
,,2012,,,,North Carolina,39.263888933333334,48.0,43.333333333333336,,,,3.670305239809477,3.871201010907891,3.7689221617874726
,,2012,,,,Oklahoma,51.06018511111112,76.0,66.72222222222223,,,,3.9330050371712613,4.330733340286331,4.200538064183819
,,2012,,,,Oregon,51.74999999999999,72.0,61.5,,,,3.9464244321454784,4.276666119016055,4.119037174812473
,,2012,,,,South Carolina,46.583333,52.0,52.0,,,,3.841242816211464,3.9512437185814275,3.9512437185814275
,,2012,,,,South Dakota,45.92708325,61.0,54.75,,,,3.827054992075631,4.110873864173311,4.00277736869661
,,2014,,,,Arizona,65.67968762499999,89.0,81.25,,,,4.1847897091188555,4.48863636973214,4.3975308212098465
,,2014,,,,California,64.13744497499998,92.2,79.18166666666666,,,,4.161028358345282,4.523960130562548,4.371744790542925
,,2014,,,,Connecticut,41.05654750000001,51.0,47.785714285714285,,,,3.7149503237885813,3.9318256327243257,3.86672673051297
,,2014,,,,District Of Columbia,44.3458335,51.1,51.05,,,,3.7920187584573917,3.933784497209659,3.9328055446106744
,,2014,,,,Florida,66.33333350000001,83.0,79.0,,,,4.194692538568946,4.418840607796598,4.3694478524670215
,,2014,,,,Indiana,42.78174604761904,57.0,48.23809523809524,,,,3.7561115173987174,4.04305126783455,3.8761490665252603
,,2014,,,,Maryland,40.686111000000004,51.0,47.86666666666667,,,,3.7058867811372167,3.9318256327243257,3.868419367946014
,,2014,,,,Missouri,47.90625,70.0,55.45,,,,3.8692459760720874,4.248495242049359,4.015481713796376
,,2014,,,,Nevada,57.16987192307692,81.0,71.61538461538461,,,,4.046027044991351,4.394449154672439,4.27130991981553
,,2014,,,,New York,38.82051269230769,48.0,44.15384615384615,,,,3.6589487845652378,3.871201010907891,3.7876800388580296
,,2014,,,,North Dakota,35.172619000000005,54.0,45.42857142857143,,,,3.5602679105885486,3.9889840465642745,3.8161412337248635
,,2014,,,,Ohio,41.4020835,56.1,50.525,,,,3.72333120565191,4.027135812528651,3.9224682632896846
,,2014,,,,Pennsylvania,41.3791665,50.9,49.4375,,,,3.7227775295335754,3.929862923556477,3.9007092455278727
,,2014,,,,Puerto Rico,80.833333,90.0,90.0,,,,4.392389417585717,4.499809670330265,4.499809670330265
,,2014,,,,Utah,47.39434525,76.0,59.57142857142857,,,,3.8585029230611894,4.330733340286331,4.087176072743488
,,2014,,,,Vermont,36.4474998,43.5,41.76,,,,3.595872863509495,3.7727609380946383,3.731938943574383
,,2014,,,,Washington,43.85539211764706,57.0,51.705882352941174,,,,3.7808976785934956,4.04305126783455,3.945571553628961
,,2014,,,,Wisconsin,38.5922780625,46.0,42.0,,,,3.6530522062637756,3.828641396489095,3.7376696182833684
